long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment,vuz,obsh,info,rating
Алтайский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Алтайский филиал РАНХиГС,Алтайский край,1,-1,https://tabiturient.ru/logovuz/alt_ranepa.png,https://alt.ranepa.ru/,[],[],[],[],,Алтайский филиал РАНХиГС,False,,
Алтайский филиал Финансового Университета при Правительстве Российской Федерации,Алтайский филиал ФУ при Правительстве РФ,Алтайский край,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/barnaul/,[],[],[],[],,Алтайский филиал ФУ при Правительстве РФ,False,,
Санкт-Петербургский национальный исследовательский Академический университет им. Ж. И. Алфёрова РАН,Алфёровский университет,Санкт-Петербург и Ленинградская область,1,8,https://tabiturient.ru/logovuz/spbau.png,https://spbau.ru/,[],[],['webmaster@spbau.ru'],[],,Алфёровский университет,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Альметьевский филиал Казанского национального исследовательского технического университета имени А. Н. Туполева,Альметьевский филиал КНИТУ-КАИ,Республика Татарстан,1,-1,https://tabiturient.ru/logovuz/kai.png,http://alf-kai.ru/,[],[],[],['alf@alf-kai.ru'],,Альметьевский филиал КНИТУ-КАИ,False,,
Амурская государственная медицинская академия,АмГМА,Амурская область,1,7,https://tabiturient.ru/logovuz/amursma.png,https://www.amursma.ru/,[],[],['AmurSMA@AmurSMA.su'],['priemnaya@amurgma.ru'],,АмГМА,True,,
Амурский гуманитарно-педагогический государственный университет,АмГПГУ,Хабаровский край,1,5,https://tabiturient.ru/logovuz/amgpgu.png,https://www.amgpgu.ru/,['+7(4217)59-14-30'],[],[],['pr@amgpgu.ru'],,АмГПГУ,True,,
Ангарский государственный технический университет,АнГТУ,Иркутская область,1,3,https://tabiturient.ru/logovuz/angtu.png,http://angtu.ru/,['8 (3955) 67-18-32'],[],[],[],,АнГТУ,True,,
Анапский филиал Московского педагогического государственного университета,Анапский филиал МПГУ,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/mpguanapskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/anapskiy-filial,['8(961)8522595'],[],[],['f.anapa@mpgu.su'],,Анапский филиал МПГУ,False,,
Арзамасский политехнический институт (филиал) Нижегородского государственного технического университета имени Р.Е. Алексеева,Арзамасский политехнический институт НГТУ им. Р.Е. Алексеева,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/nntu.png,https://api.nntu.ru/,[],[],['cou@apinntu.ru'],['cou@apinntu.ru'],,Арзамасский политехнический институт НГТУ им. Р.Е. Алексеева,False,,
Арзамасский филиал Нижегородского государственного университета имени Н. И. Лобачевского,Арзамасский филиал ННГУ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/unn.png,https://arz.unn.ru/,[],[],[],[],,Арзамасский филиал ННГУ,True,,
Армавирский механико-технологический институт (филиал) Кубанского государственного технического университета,Армавирский механико-технологический институт КубГТУ,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubstu.png,http://www.amti.ru/,[],[],[],[],,Армавирский механико-технологический институт КубГТУ,False,,
Астраханский государственный медицинский университет,Астраханский ГМУ,Астраханская область,1,8,https://tabiturient.ru/logovuz/astrahangmu.png,http://astgmu.ru/,[],['+7(8512) 66-94-78'],['post@astgmu.ru'],[],,Астраханский ГМУ,True,,
Астраханский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Астраханский филиал РАНХиГС,Астраханская область,1,-1,https://tabiturient.ru/logovuz/astr_ranepa.png,https://astr.ranepa.ru,[],[],[],[],,Астраханский филиал РАНХиГС,False,,
Астраханский филиал Саратовской государственной Юридической Академии,Астраханский филиал СГЮА,Астраханская область,1,-1,https://tabiturient.ru/logovuz/sgua.png,http://af.sgap.ru/,[],"['8512) 52-27-56', '8(8512) 52-27-56']",['afsgap@yandex.ru'],[],,Астраханский филиал СГЮА,False,,
Ачинский филиал Красноярского государственного аграрного университета,Ачинский филиал КрасГАУ,Красноярский край,1,-1,https://tabiturient.ru/logovuz/krasgau.png,http://www.afkras.ru/,[],[],[],[],,Ачинский филиал КрасГАУ,False,,
Башкирская академия государственной службы и управления при Главе Республики Башкортостан,БАГСУ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/bagsurb.png,https://www.bagsurb.ru,[],[],[],[],,БАГСУ,False,,
Белгородский государственный институт искусств и культуры,БГИИК,Белгородская область,1,-1,https://tabiturient.ru/logovuz/bgiik.png,https://bgiik.ru/,[],[],[],[],,БГИИК,True,,
Брянский государственный инженерно-технологический университет,БГИТУ,Брянская область,1,3,https://tabiturient.ru/logovuz/bgitu.png,http://www.bgitu.ru/,[],"['+7 (4832) 74-60-08', '+7 (4832) 64-99-12']",['mail@bgitu.ru'],[],,БГИТУ,True,,
Башкирский государственный медицинский университет,БГМУ,Республика Башкортостан,1,7,https://tabiturient.ru/logovuz/bashgmu.png,https://bashgmu.ru/,['8 (347) 272-11-60'],[],[],['bashsmu@yandex.ru'],,БГМУ,True,,
Благовещенский государственный педагогический университет,БГПУ,Амурская область,1,3,https://tabiturient.ru/logovuz/bgpu.png,https://bgpu.ru/,[],[],[],[],,БГПУ,True,,
Башкирский государственный педагогический университет имени М. Акмуллы,БГПУ им. М. Акмуллы,Республика Башкортостан,1,8,https://tabiturient.ru/logovuz/bspu.png,https://bspu.ru/,['+7 (347) 246-46-75'],[],[],['office@bspu.ru'],,БГПУ им. М. Акмуллы,True,,
Брянский государственный технический университет,БГТУ,Брянская область,1,5,https://tabiturient.ru/logovuz/tubryansk.png,https://www.tu-bryansk.ru/,[],[],[],[],,БГТУ,True,,
Белгородский государственный технологический университет имени В.Г. Шухова,БГТУ им. В.Г. Шухова,Белгородская область,1,6,https://tabiturient.ru/logovuz/bstu.png,http://www.bstu.ru/,[],[],[],[],,БГТУ им. В.Г. Шухова,True,,
Балтийский государственный технический университет,БГТУ им. Д. Ф. Устинова (Военмех),Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/voenmeh.png,https://www.voenmeh.ru/,"['+7 (812) 495-76-20', '+7 (812) 490-05-91', '+7 (812) 316-23-94']","['+7(911)240-81-61', '+7 (812) 490-05-91']",['bgtu@voenmeh.ru'],"['media_center@voenmeh.ruE', 'bgtu@voenmeh.ru']",,БГТУ им. Д. Ф. Устинова (Военмех),True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",9.0
Брянский государственный университет имени академика И.Г. Петровского,БГУ,Брянская область,1,5,https://tabiturient.ru/logovuz/brgu.png,https://brgu.ru/,[],['+7(4832)58-90-85'],['bryanskgu@mail.ru'],[],,БГУ ,True,,
Байкальский государственный университет,БГУ,Иркутская область,1,7,https://tabiturient.ru/logovuz/bgu.png,http://bgu.ru/,['8 (800) 222-55-71'],[],['info@bgu.ru'],"['info@bgu.ru', 'priem@bgu.ru']",,БГУ,True,,
Бурятский государственный университет имени Доржи Банзарова,БГУ им. Доржи Банзарова,Республика Бурятия,1,5,https://tabiturient.ru/logovuz/bsu.png,https://www.bsu.ru/,[],[],[],[],,БГУ им. Доржи Банзарова,True,,
Балашовский институт Саратовского государственного университета имени Н. Г. Чернышевского,БИ СГУ им. Н. Г. Чернышевского,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sgu.png,https://www.sgu.ru/structure/bisgu,['8 (937) 811-67-46'],[],[],"['rector@sgu.ru', 'cpk@sgu.ru']",,БИ СГУ им. Н. Г. Чернышевского,True,,
Бурятский институт инфокоммуникаций (филиал) Сибирского государственного университета телекоммуникаций и информатики,БИИК СибГУТИ,Республика Бурятия,1,-1,https://tabiturient.ru/logovuz/sibsutis.png,http://biik.ru/,['8 (3012) 24-00-24'],['+7 (3012) 37-94-24'],[],['bfsibguti@mail.ru'],,БИИК СибГУТИ,False,,
Балаковский инженерно-технологический институт  (филиал) Национального исследовательского ядерного университета МИФИ,БИТИ НИЯУ МИФИ,Саратовская область,1,-1,https://tabiturient.ru/logovuz/bitimephi.png,https://biti.mephi.ru/,[],['+7 (8453) 23-18-94'],['biti@mephi.ru'],[],,БИТИ НИЯУ МИФИ,True,,
Беловский институт (филиал) Кемеровского государственного университета,БИФ КемГУ,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kemsu.png,http://www.belovo.ru/,[],[],[],[],,БИФ КемГУ,False,,
Борисоглебский филиал Воронежского государственного университета,БФ ВГУ,Воронежская область,1,-1,https://tabiturient.ru/logovuz/vsu.png,https://bsk.vsu.ru/,['8 (800) 222-55-71'],[],[],[],,БФ ВГУ,True,,
Березниковский филиал Пермского национального исследовательского политехнического университета,БФ ПНИПУ,Пермский край,1,-1,https://tabiturient.ru/logovuz/pstu.png,http://www.bf.pstu.ru,['+7 (3424)\xa026-80-39'],[],[],"['odp@bf.pstu.ru', 'sekret@bf.pstu.ru']",,БФ ПНИПУ,False,,
Балтийский федеральный университет имени Иммануила Канта,БФУ им. И. Канта,Калининградская область,1,8,https://tabiturient.ru/logovuz/kantiana.png,https://www.kantiana.ru,[],[],[],[],,БФУ им. И. Канта,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",5.43
Балаковский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Балаковский филиал РАНХиГС,Саратовская область,1,-1,https://tabiturient.ru/logovuz/blk_ranepa.png,https://blk.ranepa.ru/,[],[],[],[],,Балаковский филиал РАНХиГС,False,,
Балаковский филиал Саратовской государственной Юридической Академии,Балаковский филиал СГЮА,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sgua.png,http://balakovo.ssla.ru,[],[],[],[],,Балаковский филиал СГЮА ,False,,
Балахнинский филиал Нижегородского государственного университета имени Н. И. Лобачевского,Балахнинский филиал ННГУ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/unn.png,http://www.unn.ru/cdo/Balakhna,[],[],[],[],,Балахнинский филиал ННГУ,True,,
Башкирский государственный аграрный университет,БашГАУ,Республика Башкортостан,1,6,https://tabiturient.ru/logovuz/bsau.png,https://www.bsau.ru/,[],[],[],[],,БашГАУ,True,,
Башкирский институт технологий и управления - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Башкирский институт технологий и управления МГУТУ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/mgutu.png,http://www.mfmgutu.ru,[],[],['mail@mfmgutu.ru'],['mail@mfmgutu.ru'],,Башкирский институт технологий и управления МГУТУ,False,,
Башкирский институт физической культуры (филиал) Уральского государственного университета физической культуры,Башкирский институт физической культуры УралГУФК,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/uralgufk.png,https://www.bifk.ru/,[],[],[],[],,Башкирский институт физической культуры УралГУФК,False,,
Белгородский государственный национальный исследовательский университет,БелГУ,Белгородская область,1,6,https://tabiturient.ru/logovuz/belgu.png,https://www.bsu.edu.ru,[],[],[],[],,БелГУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
Cтуденческий городок НИУ «БелГУ» расположен на трёх площадках, общая площадь которых составляет 63 294,34 кв.м. (жилая площадь 25 186,71 кв.м.). Он объединяет 7 общежитий, рассчитанных на 3 739 мест, в которых проживают студенты и аспиранты из России и других стран мира, обучающиеся в нашем университете:
общежития №1, 3 (ул. Студенческая, 14),
общее количество мест - 717
общежитие №2 (ул. Студенческая, 14),
количество мест - 560
общежитие №4 (ул. Победы, 85),
количество мест - 1044
общежитие №5 (ул. Студенческая, 14),
количество мест - 1105
общежития №№ 6, 7 (ул. Преображенская, 38-б),
общее количество мест - 313
Места в общежитиях предоставляются для временного проживания и размещения:
– на период обучения иногородних граждан, обучающихся по очной форме обучения по программам бакалавриата, специалитета, магистратуры, программам подготовки научно-педагогических кадров в аспирантуре, программам ординатуры;
– обучающимся по заочной форме обучения на период прохождения промежуточной и итоговой аттестации при наличии соответствующего специализированного жилищного фонда.
Жилая комната закрепляется за проживающим на весь период обучения при соблюдении договорных обязательств в образовательном учреждении и при условии положительной аттестации обучающегося, проживающего в общежитии.",
Белгородский государственный аграрный университет им. В.Я. Горина,Белгородский ГАУ,Белгородская область,1,6,https://tabiturient.ru/logovuz/bsaa.png,http://www.bsaa.edu.ru/,[],[],[],[],,Белгородский ГАУ,True,,
Бийский технологический институт (филиал) Алтайского государственного технического университета имени И. И. Ползунова,Бийский технологический институт АлтГТУ им. И.И. Ползунова,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altstu.png,http://www.bti.secna.ru/,['+7 (3854) 43-22-55'],[],[],['info@bti.secna.ru'],,Бийский технологический институт АлтГТУ им. И.И. Ползунова,False,,
Братский государственный университет,БрГУ,Иркутская область,1,3,https://tabiturient.ru/logovuz/brstu.png,https://brstu.ru/,[],[],[],['rector@brstu.ru'],,БрГУ,True,,
Бронницкий филиал Московского автомобильно-дорожного государственного технического университета,Бронницкий филиал МАДИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/madi.png,http://www.bronmadi.ru/view_doc.html?mode=home,[],[],[],[],,Бронницкий филиал МАДИ,False,,
Брянский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Брянский филиал РАНХиГС,Брянская область,1,-1,https://tabiturient.ru/logovuz/br_ranepa.png,https://br.ranepa.ru/,[],[],[],[],,Брянский филиал РАНХиГС,False,,
Брянский филиал Российского экономического университета имени Г.В. Плеханова,Брянский филиал РЭУ им. Плеханова,Брянская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://bryansk.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],,Брянский филиал РЭУ им. Плеханова,False,,
Бугульминский филиал Казанского национального исследовательского технологического университета,Бугульминский филиал КНИТУ,Республика Татарстан,1,-1,https://tabiturient.ru/logovuz/knitu.png,https://bfknitu.com/,[],[],[],['bf-kgtu@yandex.ru'],,Бугульминский филиал КНИТУ,False,,
Бузулукский гуманитарно-технологический институт (филиал) Оренбургского государственного университета,Бузулукский гуманитарно-технологический институт (филиал) ОГУ,Оренбургская область,1,-1,https://tabiturient.ru/logovuz/osu.png,http://bgti.osu.ru/,[],[],['edu@bgti.ru'],[],,Бузулукский гуманитарно-технологический институт (филиал) ОГУ,False,,
Бурятская государственная сельскохозяйственная академия имени В. Р. Филиппова,Бурятская ГСХА,Республика Бурятия,1,3,https://tabiturient.ru/logovuz/bgsha.png,http://www.bgsha.ru/,[],[],[],[],,Бурятская ГСХА,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации,ВАВТ Минэкономразвития России,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/vavt.png,https://postupi.vavt.ru/?utm_source=tabit,['+7 (499) 147-54-54'],"['+7 (499) 143-12-35', '+7 (499) 147-54-54', '8 (499) 147-54-54']",['courses@vavt.ru'],['abiturient@vavt.ru'],,ВАВТ Минэкономразвития России,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов

ВАВТ Минэкономразвития России предоставляет более 500 мест для проживания студентам бюджетной и внебюджетной формы обучения:
• 211 мест в новом общежитии на территории кампуса Академии (ул. Пудовкина, д. 4А),
• 245 мест в общежитии квартирного типа около ст. м. Тропарево (Ленинский проспект д.135к3),
• более 50 мест в меблированных и оборудованных квартирах на территории Москвы.
Все номера имеют собственную ванную комнату. Комнаты оборудованы необходимой бытовой техникой: стиральными машинами, холодильником, варочной плитой, духовым шкафом, СВЧ-печью и т.д. На территории всех общежитий работает бесплатная сеть Wi-Fi со скоростью 100 Мбит/с.
Предусмотрены условия для проживания студентов с ограниченными физическими возможностями. Уборка и дезинфекция осуществляется сотрудниками клининговой компании, которые ежедневно проводят комплекс мер по недопущению распространения коронавирусной инфекция COVID-19.
Все студенты Академии могут проходить в общежития в любое время — независимо от времени суток. Стоимость общежития – 690 и 1470 ₽/мес для студентов бюджетной и внебюджетной формы обучения соответственно.
Смотреть фотографии общежития - https://vk.cc/c8xv3r.",6.7
Волго-Вятский филиал Московского технического университета связи и информатики,ВВФ МТУСИ,Нижегородская область,1,5,https://tabiturient.ru/logovuz/vvfmtuci.png,https://www.vvfmtuci.ru,[],['+7 (831) 245-44-15'],['pk@vvfmtuci.ru'],[],,ВВФ МТУСИ,True,,
Воронежский государственный аграрный университет имени Императора Петра I,ВГАУ им. Петра I,Воронежская область,1,3,https://tabiturient.ru/logovuz/vsau.png,http://www.vsau.ru/,[],[],[],[],,ВГАУ им. Петра I,True,,
Волгоградская государственная академия физической культуры,ВГАФК,Волгоградская область,1,5,https://tabiturient.ru/logovuz/vgafk.png,http://www.vgafk.ru/,[],['8442) 23-01-95'],['academy@vgafk.ru'],[],,ВГАФК,True,,
Волгоградский государственный институт искусств и культуры,ВГИИК,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/vgiik.png,https://вгиик.рф,[],[],[],[],,ВГИИК,True,,
Всероссийский государственный институт кинематографии им. С.А. Герасимова,ВГИК,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,http://www.vgik.info,[],['+7 (499) 181-13-14'],['mail@vgik.info'],[],,ВГИК,True,,
Воронежский государственный институт физической культуры,ВГИФК,Воронежская область,1,6,https://tabiturient.ru/logovuz/vgifk.png,https://www.vgifk.ru/,['+7(473) 280-02-71'],[],[],['kanc@vgifk.ru'],,ВГИФК,True,,
Воронежский государственный лесотехнический университет имени Г.Ф. Морозова,ВГЛТУ им. Г.Ф. Морозова,Воронежская область,1,5,https://tabiturient.ru/logovuz/vgltu.png,http://vgltu.ru/,['+7 (800) 550-15-02'],[],[],[],,ВГЛТУ им. Г.Ф. Морозова,True,,
Воронежский государственный медицинский университет имени Н.Н. Бурденко,ВГМУ им. Н.Н. Бурденко,Воронежская область,1,9,https://tabiturient.ru/logovuz/vsmaburdenko.png,http://vrngmu.ru/,[],[],[],['mail@vrngmu.ru'],,ВГМУ им. Н.Н. Бурденко,True,,
Воронежский государственный педагогический университет,ВГПУ,Воронежская область,1,7,https://tabiturient.ru/logovuz/vspu.png,http://www.vspu.ac.ru/,[],[],[],[],,ВГПУ,True,,
Волгоградский государственный социально-педагогический университет,ВГСПУ,Волгоградская область,1,5,https://tabiturient.ru/logovuz/volgspu.png,https://vspu.ru/,[],[],[],[],,ВГСПУ,True,,
Воронежский государственный технический университет,ВГТУ,Воронежская область,1,5,https://tabiturient.ru/logovuz/cchgeu.png,http://cchgeu.ru/,['+7 (473) 271-53-15'],['+7 (473) 207-22-20'],['rector@cchgeu.ru'],['priem@cchgeu.ru'],,ВГТУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
Студенческие городки ВГТУ включают в себя восемь общежитий, рассчитанные на 2990 мест, которые  расположены в шаговой доступности от  учебного комплекса. Все иногородние студенты очной формы обучения ВГТУ имеют право проживать в данных общежитиях.
В состав студенческого городка по ул. 20-летия Октября входят: девятиэтажное общежитие секционного типа и пять четырех- и пяти этажных общежитий коридорного типа. Комнаты в общежитиях двух- и трехместные.
В состав студенческого городка по Московскому проспекту входят 2 общежития.
В каждом общежитии имеются кухни, умывальные, душевые и туалетные комнаты.
Во всех общежитиях студенческого городка имеются спортивные комнаты, укомплектованные современными тренажерами, есть доступ к интернету.
В общежитии № 6 ВГТУ открылся новый спортивный объект - тренажерный зал, укомплектованный новейшим оборудованием и современным спортивным инвентарем.
Общежития обеспечены мягким и жестким инвентарем по установленным стандартным нормам.",
Воронежский государственный университет,ВГУ,Воронежская область,1,7,https://tabiturient.ru/logovuz/vsu.png,https://www.vsu.ru,[],[],[],[],,ВГУ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Волжский государственный университет водного транспорта,ВГУВТ,Нижегородская область,1,3,https://tabiturient.ru/logovuz/vsuwt.png,http://www.vsuwt.ru/,[],[],[],[],,ВГУВТ,True,,
Воронежский государственный университет инженерных технологий,ВГУИТ,Воронежская область,1,3,https://tabiturient.ru/logovuz/vsuet.png,http://www.vsuet.ru/,['8 (800) 222-55-71'],[],[],['pk@vsuet.ru'],,ВГУИТ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",9.47
Всероссийский государственный университет юстиции (РПА Минюста России),ВГУЮ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/rpa.png,https://rpa-mu.ru/,"[""+7 (499) 963-01-01 доб. 3300""]","[""rpa@rpa-mjust.ru""]",[],"[""abiturient-rpa@mail.ru""]",,ВГУЮ,False,,
Волгодонский инженерно-технический институт (филиал) Национального исследовательского ядерного университета МИФИ,ВИТИ НИЯУ МИФИ,Ростовская область,1,-1,https://tabiturient.ru/logovuz/vitimephi.png,https://viti-mephi.ru/,['8(8639) 22-57-64'],[],[],['viti@mephi.ru'],,ВИТИ НИЯУ МИФИ,True,,
Великолукская государственная академия физической культуры и спорта,ВЛГАФК,Псковская область,1,6,https://tabiturient.ru/logovuz/vlgafc.png,http://www.vlgafc.ru/,['+79113580317'],['+79113580317'],[],[],,ВЛГАФК,True,,
Восточно-Сибирский государственный институт культуры,ВСГИК,Республика Бурятия,1,-1,https://tabiturient.ru/logovuz/vsgaki.png,https://www.vsgaki.ru/,[],[],['info@vsgaki.ru'],[],,ВСГИК,True,,
Восточно-Сибирский государственный университет технологий и управления,ВСГУТУ,Республика Бурятия,1,3,https://tabiturient.ru/logovuz/esstu.png,https://esstu.ru/,[],[],['office@esstu.ru'],['pkesstu@mail.ru'],,ВСГУТУ,True,,
Восточно-Сибирский Российского Государственного Университета Правосудия (г. Иркутск),ВСФ ФГБОУВО «РГУП»,Иркутская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://esb.rgup.ru/,['+7 (3952)  41-09-20'],[],[],[],,ВСФ ФГБОУВО «РГУП»,True,,
Волжский филиал Московского автомобильно-дорожного государственного технического университета,ВФ МАДИ,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/madi.png,https://www.vfmadi.ru,[],[],['vfmadi@mail.ru'],[],,ВФ МАДИ,True,,
Великолукская государственная сельскохозяйственная академия,Великолукская ГСХА,Псковская область,1,3,https://tabiturient.ru/logovuz/vgsa.png,http://www.vgsa.ru/,[],[],[],[],,Великолукская ГСХА,True,,
Великолукский филиал Петербургского государственного университета путей сообщения Императора Александра I,Великолукский филиал ПГУПС,Псковская область,1,-1,https://tabiturient.ru/logovuz/pgups.png,https://vf-pgups.ru/,[],[],['vf@pgups.ru'],[],,Великолукский филиал ПГУПС ,True,,
Верхневолжский государственный агробиотехнологический университет,Верхневолжский ГАУ,Ивановская область,1,3,https://tabiturient.ru/logovuz/ivgsha.png,https://v-gau.ru/,[],['+7 (4932)\xa032-54-02'],['rektorat@ivgsha.ru'],[],,Верхневолжский ГАУ,True,,
Владимирский государственный университет имени А. Г. и Н. Г. Столетовых,ВлГУ им. А. Г. и Н. Г. Столетовых,Владимирская область,1,5,https://tabiturient.ru/logovuz/vlsu.png,https://www.vlsu.ru/,[],[],[],[],,ВлГУ им. А. Г. и Н. Г. Столетовых ,True,,
Владивостокский филиал Российской таможенной академии,Владивостокский филиал РТА,Приморский край,1,-1,https://tabiturient.ru/logovuz/rta.png,https://vfrta.customs.gov.ru/,[],[],[],['vfrta@vfrta.ru'],,Владивостокский филиал РТА,False,,
Владикавказский филиал Финансового Университета при Правительстве Российской Федерации,Владикавказский филиал ФУ при Правительстве РФ,Республика Северная Осетия - Алания,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladik/,[],[],[],[],,Владикавказский филиал ФУ при Правительстве РФ,False,,
Владимирский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Владимирский филиал РАНХиГС,Владимирская область,1,-1,https://tabiturient.ru/logovuz/vlad_ranepa.png,https://vlad.ranepa.ru/,[],[],[],[],,Владимирский филиал РАНХиГС,False,,
Владимирский филиал Финансового Университета при Правительстве Российской Федерации,Владимирский филиал ФУ при Правительстве РФ,Владимирская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladimir/,[],[],[],[],,Владимирский филиал ФУ при Правительстве РФ,False,,
Вологодский государственный университет,ВоГУ,Вологодская область,1,5,https://tabiturient.ru/logovuz/vogu.png,https://vogu35.ru/,"['8172)72-50-33', '8172) 72-46-45', '8172)72-50-73']",['8172) 72-46-45'],['kanz@vogu35.ru'],"['kanz@vogu35.ru', '72-45-62kanz@vogu35.ru', '72-54-49pk@vogu35.ru']",,ВоГУ,True,,
Волгоградский государственный аграрный университет,ВолГАУ,Волгоградская область,1,3,https://tabiturient.ru/logovuz/volgau.png,http://www.volgau.com/,[],[],[],"['volgau@volgau.com', 'shashko.volgaumedia@bk.ru']",,ВолГАУ,True,,
Волгоградский государственный технический университет,ВолгГТУ,Волгоградская область,1,5,https://tabiturient.ru/logovuz/vstu.png,http://www.vstu.ru/,['8442) 23-00-76'],[],[],[],,ВолгГТУ,True,,
Волго-Вятский институт - филиал Университета имени О. Е. Кутафина (МГЮА),Волго-Вятский филиал Университета им. Кутафина (МГЮА),Кировская область,1,-1,https://tabiturient.ru/logovuz/mgua.png,https://msalkirov.ru/,['+7 (8332) 35-48-82'],['+7 (8332) 64-03-01'],['kirov@msal.ru'],['pk@msalkirov.ru'],,Волго-Вятский филиал Университета им. Кутафина (МГЮА),False,,
Волгоградский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Волгоградский институт управления РАНХиГС,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/vlgr_ranepa.png,https://vlgr.ranepa.ru/,"['+7 (8442) 24-17-36', '+7 (8442) 24-17-43']",[],[],"['referent-vlgr@ranepa.ru', 'priem-vlgr@ranepa.ru']",,Волгоградский институт управления РАНХиГС,False,,
Волгоградский филиал Российского экономического университета имени Г.В. Плеханова,Волгоградский филиал РЭУ им. Плеханова,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://volgograd.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],"['volgograd.pk@rea.ru', 'rector@rea.ru']",,Волгоградский филиал РЭУ им. Плеханова,False,,
Волжский политехнический институт (филиал) Волгоградского государственного технического университета,Волжский политехнический институт (филиал) ВолгГТУ,Вологодская область,1,-1,https://tabiturient.ru/logovuz/vstu.png,https://volpi.ru/,[],[],[],[],,Волжский политехнический институт (филиал) ВолгГТУ,True,,
Волжский филиал Волгоградского государственного университета,Волжский филиал ВолГУ,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/volsu.png,https://vgi2.volsu.ru/,['8443) 51-53-01'],[],[],['priem@vgi.volsu.ru'],,Волжский филиал ВолГУ,False,,
Вологодская государственная молочнохозяйственная академия имени Н.В. Верещагина,Вологодская ГМХА,Вологодская область,1,3,https://tabiturient.ru/logovuz/molochnoe.png,https://molochnoe.ru/,[],[],[],[],,Вологодская ГМХА,True,,
Вологодский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Вологодский филиал РАНХиГС,Вологодская область,1,-1,https://tabiturient.ru/logovuz/volog_ranepa.png,https://volog.ranepa.ru/,[],[],[],[],,Вологодский филиал РАНХиГС,False,,
Волховский филиал Российского государственного педагогического университета имени А.И. Герцена,Волховский филиал РГПУ им. А.И. Герцена,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/herzen.png,https://volhov.herzen.spb.ru/,['8(964)332-37-79'],['8(964)332-37-79'],[],[],,Волховский филиал РГПУ им. А.И. Герцена,False,,
