long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,army,comment,obsh
Астраханский государственный технический университет,АГТУ,Астраханская область,1,3,https://tabiturient.ru/logovuz/astu.png,http://astu.org/,[],[],[],[],False,,True
"Альметьевский государственный нефтяной институт ""Высшая школа нефти""",АГТУ ВШН,Республика Татарстан,1,6,https://tabiturient.ru/logovuz/agnirt.png,https://агту-вшн.рф,"[""8(8553)31-09-20"", ""8-917-280-02-38""]","[""p.agni@agni-rt.ru""]","['p.agni@agni-rt.ru', 'abiturient@agni-rt.ru', 'info@minobrnauki.gov.ru', 'agni@rambler.ru']","[""abiturient@agni-rt.ru""]",False,,True
Адыгейский государственный университет,АГУ,Республика Адыгея,1,5,https://tabiturient.ru/logovuz/adygnet.png,https://www.adygnet.ru/,[],"['8772) 57-02-73', '8\n(8772) 570273', '8772) 570273']",['adsu@adygnet.ru'],[],False,,True
Астраханский государственный университет,АГУ,Астраханская область,1,5,https://tabiturient.ru/logovuz/asu.png,http://asu.edu.ru/,[],[],[],[],False,,True
Алатырский филиал Чувашского государственного университета имени И.Н. Ульянова,Алатырский филиал ЧГУ им. И.Н. Ульянова,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/chuvsu.png,https://alatyr.chuvsu.ru/,[],[],[],[],False,,False
Алтайский государственный педагогический университет,АлтГПУ,Алтайский край,1,5,https://tabiturient.ru/logovuz/altspu.png,https://www.altspu.ru/,[],[],[],[],False,,True
Алтайский государственный технический университет имени И. И. Ползунова,АлтГТУ им. И.И. Ползунова,Алтайский край,1,5,https://tabiturient.ru/logovuz/altstu.png,https://www.altstu.ru/,[],[],[],[],False,,True
Алтайский государственный университет,АлтГУ,Алтайский край,1,7,https://tabiturient.ru/logovuz/altsu.png,https://www.asu.ru/,[],[],[],"['prcom@asu.ru', 'rector@asu.ru']",False,,True
Алтайский государственный аграрный университет,Алтайский ГАУ,Алтайский край,1,3,https://tabiturient.ru/logovuz/asau.png,http://www.asau.ru/ru/,['+7(3852)20-32-26'],[],[],"['628-396rector@asau.ru', 'primcom@asau.ru']",False,,True
Алтайский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Алтайский филиал РАНХиГС,Алтайский край,1,-1,https://tabiturient.ru/logovuz/alt_ranepa.png,https://alt.ranepa.ru/,[],[],[],[],False,,False
Алтайский филиал Финансового Университета при Правительстве Российской Федерации,Алтайский филиал ФУ при Правительстве РФ,Алтайский край,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/barnaul/,[],[],[],[],False,,False
Санкт-Петербургский национальный исследовательский Академический университет им. Ж. И. Алфёрова РАН,Алфёровский университет,Санкт-Петербург и Ленинградская область,1,8,https://tabiturient.ru/logovuz/spbau.png,https://spbau.ru/,[],[],['webmaster@spbau.ru'],[],False,,True
Альметьевский филиал Казанского национального исследовательского технического университета имени А. Н. Туполева,Альметьевский филиал КНИТУ-КАИ,Республика Татарстан,1,-1,https://tabiturient.ru/logovuz/kai.png,http://alf-kai.ru/,[],[],[],['alf@alf-kai.ru'],False,,False
Амурская государственная медицинская академия,АмГМА,Амурская область,1,7,https://tabiturient.ru/logovuz/amursma.png,https://www.amursma.ru/,[],[],['AmurSMA@AmurSMA.su'],['priemnaya@amurgma.ru'],False,,True
Амурский гуманитарно-педагогический государственный университет,АмГПГУ,Хабаровский край,1,5,https://tabiturient.ru/logovuz/amgpgu.png,https://www.amgpgu.ru/,['+7(4217)59-14-30'],[],[],['pr@amgpgu.ru'],False,,True
Ангарский государственный технический университет,АнГТУ,Иркутская область,1,3,https://tabiturient.ru/logovuz/angtu.png,http://angtu.ru/,['8 (3955) 67-18-32'],[],[],[],False,,True
Анапский филиал Московского педагогического государственного университета,Анапский филиал МПГУ,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/mpguanapskiyfilial.png,http://mpgu.su/ob-mpgu/struktura/filialyi/anapskiy-filial,['8(961)8522595'],[],[],['f.anapa@mpgu.su'],False,,False
Арзамасский политехнический институт (филиал) Нижегородского государственного технического университета имени Р.Е. Алексеева,Арзамасский политехнический институт НГТУ им. Р.Е. Алексеева,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/nntu.png,https://api.nntu.ru/,[],[],['cou@apinntu.ru'],['cou@apinntu.ru'],False,,False
Арзамасский филиал Нижегородского государственного университета имени Н. И. Лобачевского,Арзамасский филиал ННГУ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/unn.png,https://arz.unn.ru/,[],[],[],[],False,,True
Армавирский механико-технологический институт (филиал) Кубанского государственного технического университета,Армавирский механико-технологический институт КубГТУ,Краснодарский край,1,-1,https://tabiturient.ru/logovuz/kubstu.png,http://www.amti.ru/,[],[],[],[],False,,False
Астраханский государственный медицинский университет,Астраханский ГМУ,Астраханская область,1,8,https://tabiturient.ru/logovuz/astrahangmu.png,http://astgmu.ru/,[],['+7(8512) 66-94-78'],['post@astgmu.ru'],[],False,,True
Астраханский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Астраханский филиал РАНХиГС,Астраханская область,1,-1,https://tabiturient.ru/logovuz/astr_ranepa.png,https://astr.ranepa.ru,[],[],[],[],False,,False
Астраханский филиал Саратовской государственной Юридической Академии,Астраханский филиал СГЮА,Астраханская область,1,-1,https://tabiturient.ru/logovuz/sgua.png,http://af.sgap.ru/,[],"['8512) 52-27-56', '8(8512) 52-27-56']",['afsgap@yandex.ru'],[],False,,False
Ачинский филиал Красноярского государственного аграрного университета,Ачинский филиал КрасГАУ,Красноярский край,1,-1,https://tabiturient.ru/logovuz/krasgau.png,http://www.afkras.ru/,[],[],[],[],False,,False
Башкирская академия государственной службы и управления при Главе Республики Башкортостан,БАГСУ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/bagsurb.png,https://www.bagsurb.ru,[],[],[],[],False,,False
Белгородский государственный институт искусств и культуры,БГИИК,Белгородская область,1,-1,https://tabiturient.ru/logovuz/bgiik.png,https://bgiik.ru/,[],[],[],[],True,,True
Брянский государственный инженерно-технологический университет,БГИТУ,Брянская область,1,3,https://tabiturient.ru/logovuz/bgitu.png,http://www.bgitu.ru/,[],"['+7 (4832) 74-60-08', '+7 (4832) 64-99-12']",['mail@bgitu.ru'],[],True,,True
Башкирский государственный медицинский университет,БГМУ,Республика Башкортостан,1,7,https://tabiturient.ru/logovuz/bashgmu.png,https://bashgmu.ru/,['8 (347) 272-11-60'],[],[],['bashsmu@yandex.ru'],False,,True
Благовещенский государственный педагогический университет,БГПУ,Амурская область,1,3,https://tabiturient.ru/logovuz/bgpu.png,https://bgpu.ru/,[],[],[],[],True,,True
Башкирский государственный педагогический университет имени М. Акмуллы,БГПУ им. М. Акмуллы,Республика Башкортостан,1,8,https://tabiturient.ru/logovuz/bspu.png,https://bspu.ru/,['+7 (347) 246-46-75'],[],[],['office@bspu.ru'],False,,True
Брянский государственный технический университет,БГТУ,Брянская область,1,5,https://tabiturient.ru/logovuz/tubryansk.png,https://www.tu-bryansk.ru/,[],[],[],[],False,,True
Белгородский государственный технологический университет имени В.Г. Шухова,БГТУ им. В.Г. Шухова,Белгородская область,1,6,https://tabiturient.ru/logovuz/bstu.png,http://www.bstu.ru/,[],[],[],[],False,,True
Балтийский государственный технический университет,БГТУ им. Д. Ф. Устинова (Военмех),Санкт-Петербург и Ленинградская область,1,7,https://tabiturient.ru/logovuz/voenmeh.png,https://www.voenmeh.ru/,"['+7 (812) 495-76-20', '+7 (812) 490-05-91', '+7 (812) 316-23-94']","['+7(911)240-81-61', '+7 (812) 490-05-91']",['bgtu@voenmeh.ru'],"['media_center@voenmeh.ruE', 'bgtu@voenmeh.ru']",False,,True
Брянский государственный университет имени академика И.Г. Петровского,БГУ,Брянская область,1,5,https://tabiturient.ru/logovuz/brgu.png,https://brgu.ru/,[],['+7(4832)58-90-85'],['bryanskgu@mail.ru'],[],False,,True
Байкальский государственный университет,БГУ,Иркутская область,1,7,https://tabiturient.ru/logovuz/bgu.png,http://bgu.ru/,['8 (800) 222-55-71'],[],['info@bgu.ru'],"['info@bgu.ru', 'priem@bgu.ru']",True,,True
Бурятский государственный университет имени Доржи Банзарова,БГУ им. Доржи Банзарова,Республика Бурятия,1,5,https://tabiturient.ru/logovuz/bsu.png,https://www.bsu.ru/,[],[],[],[],False,,True
Балашовский институт Саратовского государственного университета имени Н. Г. Чернышевского,БИ СГУ им. Н. Г. Чернышевского,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sgu.png,https://www.sgu.ru/structure/bisgu,['8 (937) 811-67-46'],[],[],"['rector@sgu.ru', 'cpk@sgu.ru']",False,,True
Бурятский институт инфокоммуникаций (филиал) Сибирского государственного университета телекоммуникаций и информатики,БИИК СибГУТИ,Республика Бурятия,1,-1,https://tabiturient.ru/logovuz/sibsutis.png,http://biik.ru/,['8 (3012) 24-00-24'],['+7 (3012) 37-94-24'],[],['bfsibguti@mail.ru'],False,,False
Балаковский инженерно-технологический институт  (филиал) Национального исследовательского ядерного университета МИФИ,БИТИ НИЯУ МИФИ,Саратовская область,1,-1,https://tabiturient.ru/logovuz/bitimephi.png,https://biti.mephi.ru/,[],['+7 (8453) 23-18-94'],['biti@mephi.ru'],[],False,,True
Беловский институт (филиал) Кемеровского государственного университета,БИФ КемГУ,Кемеровская область,1,-1,https://tabiturient.ru/logovuz/kemsu.png,http://www.belovo.ru/,[],[],[],[],False,,False
Борисоглебский филиал Воронежского государственного университета,БФ ВГУ,Воронежская область,1,-1,https://tabiturient.ru/logovuz/vsu.png,https://bsk.vsu.ru/,['8 (800) 222-55-71'],[],[],[],False,,True
Березниковский филиал Пермского национального исследовательского политехнического университета,БФ ПНИПУ,Пермский край,1,-1,https://tabiturient.ru/logovuz/pstu.png,http://www.bf.pstu.ru,['+7 (3424)\xa026-80-39'],[],[],"['odp@bf.pstu.ru', 'sekret@bf.pstu.ru']",False,,False
Балтийский федеральный университет имени Иммануила Канта,БФУ им. И. Канта,Калининградская область,1,8,https://tabiturient.ru/logovuz/kantiana.png,https://www.kantiana.ru,[],[],[],[],True,,True
Балаковский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Балаковский филиал РАНХиГС,Саратовская область,1,-1,https://tabiturient.ru/logovuz/blk_ranepa.png,https://blk.ranepa.ru/,[],[],[],[],False,,False
Балаковский филиал Саратовской государственной Юридической Академии,Балаковский филиал СГЮА,Саратовская область,1,-1,https://tabiturient.ru/logovuz/sgua.png,http://balakovo.ssla.ru,[],[],[],[],False,,False
Балахнинский филиал Нижегородского государственного университета имени Н. И. Лобачевского,Балахнинский филиал ННГУ,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/unn.png,http://www.unn.ru/cdo/Balakhna,[],[],[],[],False,,True
Башкирский государственный аграрный университет,БашГАУ,Республика Башкортостан,1,6,https://tabiturient.ru/logovuz/bsau.png,https://www.bsau.ru/,[],[],[],[],False,,True
Башкирский институт технологий и управления - филиал Московского государственного университета технологий и управления им. К.Г. Разумовского,Башкирский институт технологий и управления МГУТУ,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/mgutu.png,http://www.mfmgutu.ru,[],[],['mail@mfmgutu.ru'],['mail@mfmgutu.ru'],False,,False
Башкирский институт физической культуры (филиал) Уральского государственного университета физической культуры,Башкирский институт физической культуры УралГУФК,Республика Башкортостан,1,-1,https://tabiturient.ru/logovuz/uralgufk.png,https://www.bifk.ru/,[],[],[],[],False,,False
Белгородский государственный национальный исследовательский университет,БелГУ,Белгородская область,1,6,https://tabiturient.ru/logovuz/belgu.png,https://www.bsu.edu.ru,[],[],[],[],False,,True
Белгородский государственный аграрный университет им. В.Я. Горина,Белгородский ГАУ,Белгородская область,1,6,https://tabiturient.ru/logovuz/bsaa.png,http://www.bsaa.edu.ru/,[],[],[],[],False,,True
Бийский технологический институт (филиал) Алтайского государственного технического университета имени И. И. Ползунова,Бийский технологический институт АлтГТУ им. И.И. Ползунова,Алтайский край,1,-1,https://tabiturient.ru/logovuz/altstu.png,http://www.bti.secna.ru/,['+7 (3854) 43-22-55'],[],[],['info@bti.secna.ru'],True,,False
Братский государственный университет,БрГУ,Иркутская область,1,3,https://tabiturient.ru/logovuz/brstu.png,https://brstu.ru/,[],[],[],['rector@brstu.ru'],False,,True
Бронницкий филиал Московского автомобильно-дорожного государственного технического университета,Бронницкий филиал МАДИ,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/madi.png,http://www.bronmadi.ru/view_doc.html?mode=home,[],[],[],[],False,,False
Брянский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Брянский филиал РАНХиГС,Брянская область,1,-1,https://tabiturient.ru/logovuz/br_ranepa.png,https://br.ranepa.ru/,[],[],[],[],False,,False
Брянский филиал Российского экономического университета имени Г.В. Плеханова,Брянский филиал РЭУ им. Плеханова,Брянская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://bryansk.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],False,,False
Бугульминский филиал Казанского национального исследовательского технологического университета,Бугульминский филиал КНИТУ,Республика Татарстан,1,-1,https://tabiturient.ru/logovuz/knitu.png,https://bfknitu.com/,[],[],[],['bf-kgtu@yandex.ru'],False,,False
Бузулукский гуманитарно-технологический институт (филиал) Оренбургского государственного университета,Бузулукский гуманитарно-технологический институт (филиал) ОГУ,Оренбургская область,1,-1,https://tabiturient.ru/logovuz/osu.png,http://bgti.osu.ru/,[],[],['edu@bgti.ru'],[],False,,False
Бурятская государственная сельскохозяйственная академия имени В. Р. Филиппова,Бурятская ГСХА,Республика Бурятия,1,3,https://tabiturient.ru/logovuz/bgsha.png,http://www.bgsha.ru/,[],[],[],[],False,,True
Всероссийская академия внешней торговли Министерства экономического развития Российской Федерации,ВАВТ Минэкономразвития России,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/vavt.png,https://postupi.vavt.ru/?utm_source=tabit,['+7 (499) 147-54-54'],"['+7 (499) 143-12-35', '+7 (499) 147-54-54', '8 (499) 147-54-54']",['courses@vavt.ru'],['abiturient@vavt.ru'],False,,True
Волго-Вятский филиал Московского технического университета связи и информатики,ВВФ МТУСИ,Нижегородская область,1,5,https://tabiturient.ru/logovuz/vvfmtuci.png,https://www.vvfmtuci.ru,[],['+7 (831) 245-44-15'],['pk@vvfmtuci.ru'],[],False,,True
Воронежский государственный аграрный университет имени Императора Петра I,ВГАУ им. Петра I,Воронежская область,1,3,https://tabiturient.ru/logovuz/vsau.png,http://www.vsau.ru/,[],[],[],[],False,,True
Волгоградская государственная академия физической культуры,ВГАФК,Волгоградская область,1,5,https://tabiturient.ru/logovuz/vgafk.png,http://www.vgafk.ru/,[],['8442) 23-01-95'],['academy@vgafk.ru'],[],False,,True
Волгоградский государственный институт искусств и культуры,ВГИИК,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/vgiik.png,https://вгиик.рф,[],[],[],[],False,,True
Всероссийский государственный институт кинематографии им. С.А. Герасимова,ВГИК,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/vgik.png,http://www.vgik.info,[],['+7 (499) 181-13-14'],['mail@vgik.info'],[],False,,True
Воронежский государственный институт физической культуры,ВГИФК,Воронежская область,1,6,https://tabiturient.ru/logovuz/vgifk.png,https://www.vgifk.ru/,['+7(473) 280-02-71'],[],[],['kanc@vgifk.ru'],False,,True
Воронежский государственный лесотехнический университет имени Г.Ф. Морозова,ВГЛТУ им. Г.Ф. Морозова,Воронежская область,1,5,https://tabiturient.ru/logovuz/vgltu.png,http://vgltu.ru/,['+7 (800) 550-15-02'],[],[],[],True,,True
Воронежский государственный медицинский университет имени Н.Н. Бурденко,ВГМУ им. Н.Н. Бурденко,Воронежская область,1,9,https://tabiturient.ru/logovuz/vsmaburdenko.png,http://vrngmu.ru/,[],[],[],['mail@vrngmu.ru'],False,,True
Воронежский государственный педагогический университет,ВГПУ,Воронежская область,1,7,https://tabiturient.ru/logovuz/vspu.png,http://www.vspu.ac.ru/,[],[],[],[],False,,True
Волгоградский государственный социально-педагогический университет,ВГСПУ,Волгоградская область,1,5,https://tabiturient.ru/logovuz/volgspu.png,https://vspu.ru/,[],[],[],[],False,,True
Воронежский государственный технический университет,ВГТУ,Воронежская область,1,5,https://tabiturient.ru/logovuz/cchgeu.png,http://cchgeu.ru/,['+7 (473) 271-53-15'],['+7 (473) 207-22-20'],['rector@cchgeu.ru'],['priem@cchgeu.ru'],True,,True
Воронежский государственный университет,ВГУ,Воронежская область,1,7,https://tabiturient.ru/logovuz/vsu.png,https://www.vsu.ru,[],[],[],[],True,,True
Волжский государственный университет водного транспорта,ВГУВТ,Нижегородская область,1,3,https://tabiturient.ru/logovuz/vsuwt.png,http://www.vsuwt.ru/,[],[],[],[],False,,True
Воронежский государственный университет инженерных технологий,ВГУИТ,Воронежская область,1,3,https://tabiturient.ru/logovuz/vsuet.png,http://www.vsuet.ru/,['8 (800) 222-55-71'],[],[],['pk@vsuet.ru'],True,,True
Всероссийский государственный университет юстиции (РПА Минюста России),ВГУЮ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/rpa.png,https://rpa-mu.ru/,"[""+7 (499) 963-01-01 доб. 3300""]","[""rpa@rpa-mjust.ru""]",[],"[""abiturient-rpa@mail.ru""]",True,,False
Волгодонский инженерно-технический институт (филиал) Национального исследовательского ядерного университета МИФИ,ВИТИ НИЯУ МИФИ,Ростовская область,1,-1,https://tabiturient.ru/logovuz/vitimephi.png,https://viti-mephi.ru/,['8(8639) 22-57-64'],[],[],['viti@mephi.ru'],False,,True
Великолукская государственная академия физической культуры и спорта,ВЛГАФК,Псковская область,1,6,https://tabiturient.ru/logovuz/vlgafc.png,http://www.vlgafc.ru/,['+79113580317'],['+79113580317'],[],[],False,,True
Восточно-Сибирский государственный институт культуры,ВСГИК,Республика Бурятия,1,-1,https://tabiturient.ru/logovuz/vsgaki.png,https://www.vsgaki.ru/,[],[],['info@vsgaki.ru'],[],False,,True
Восточно-Сибирский государственный университет технологий и управления,ВСГУТУ,Республика Бурятия,1,3,https://tabiturient.ru/logovuz/esstu.png,https://esstu.ru/,[],[],['office@esstu.ru'],['pkesstu@mail.ru'],True,,True
Восточно-Сибирский Российского Государственного Университета Правосудия (г. Иркутск),ВСФ ФГБОУВО «РГУП»,Иркутская область,1,-1,https://tabiturient.ru/logovuz/raj.png,https://esb.rgup.ru/,['+7 (3952)  41-09-20'],[],[],[],False,,True
Волжский филиал Московского автомобильно-дорожного государственного технического университета,ВФ МАДИ,Чувашская Республика,1,-1,https://tabiturient.ru/logovuz/madi.png,https://www.vfmadi.ru,[],[],['vfmadi@mail.ru'],[],False,,True
Великолукская государственная сельскохозяйственная академия,Великолукская ГСХА,Псковская область,1,3,https://tabiturient.ru/logovuz/vgsa.png,http://www.vgsa.ru/,[],[],[],[],False,,True
Великолукский филиал Петербургского государственного университета путей сообщения Императора Александра I,Великолукский филиал ПГУПС,Псковская область,1,-1,https://tabiturient.ru/logovuz/pgups.png,https://vf-pgups.ru/,[],[],['vf@pgups.ru'],[],False,,True
Верхневолжский государственный агробиотехнологический университет,Верхневолжский ГАУ,Ивановская область,1,3,https://tabiturient.ru/logovuz/ivgsha.png,https://v-gau.ru/,[],['+7 (4932)\xa032-54-02'],['rektorat@ivgsha.ru'],[],False,,True
Владимирский государственный университет имени А. Г. и Н. Г. Столетовых,ВлГУ им. А. Г. и Н. Г. Столетовых,Владимирская область,1,5,https://tabiturient.ru/logovuz/vlsu.png,https://www.vlsu.ru/,[],[],[],[],False,,True
Владивостокский филиал Российской таможенной академии,Владивостокский филиал РТА,Приморский край,1,-1,https://tabiturient.ru/logovuz/rta.png,https://vfrta.customs.gov.ru/,[],[],[],['vfrta@vfrta.ru'],False,,False
Владикавказский филиал Финансового Университета при Правительстве Российской Федерации,Владикавказский филиал ФУ при Правительстве РФ,Республика Северная Осетия - Алания,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladik/,[],[],[],[],False,,False
Владимирский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Владимирский филиал РАНХиГС,Владимирская область,1,-1,https://tabiturient.ru/logovuz/vlad_ranepa.png,https://vlad.ranepa.ru/,[],[],[],[],False,,False
Владимирский филиал Финансового Университета при Правительстве Российской Федерации,Владимирский филиал ФУ при Правительстве РФ,Владимирская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladimir/,[],[],[],[],False,,False
Вологодский государственный университет,ВоГУ,Вологодская область,1,5,https://tabiturient.ru/logovuz/vogu.png,https://vogu35.ru/,"['8172)72-50-33', '8172) 72-46-45', '8172)72-50-73']",['8172) 72-46-45'],['kanz@vogu35.ru'],"['kanz@vogu35.ru', '72-45-62kanz@vogu35.ru', '72-54-49pk@vogu35.ru']",False,,True
Волгоградский государственный аграрный университет,ВолГАУ,Волгоградская область,1,3,https://tabiturient.ru/logovuz/volgau.png,http://www.volgau.com/,[],[],[],"['volgau@volgau.com', 'shashko.volgaumedia@bk.ru']",True,,True
Волгоградский государственный технический университет,ВолгГТУ,Волгоградская область,1,5,https://tabiturient.ru/logovuz/vstu.png,http://www.vstu.ru/,['8442) 23-00-76'],[],[],[],False,,True
Волго-Вятский институт - филиал Университета имени О. Е. Кутафина (МГЮА),Волго-Вятский филиал Университета им. Кутафина (МГЮА),Кировская область,1,-1,https://tabiturient.ru/logovuz/mgua.png,https://msalkirov.ru/,['+7 (8332) 35-48-82'],['+7 (8332) 64-03-01'],['kirov@msal.ru'],['pk@msalkirov.ru'],False,,False
Волгоградский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Волгоградский институт управления РАНХиГС,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/vlgr_ranepa.png,https://vlgr.ranepa.ru/,"['+7 (8442) 24-17-36', '+7 (8442) 24-17-43']",[],[],"['referent-vlgr@ranepa.ru', 'priem-vlgr@ranepa.ru']",False,,False
Волгоградский филиал Российского экономического университета имени Г.В. Плеханова,Волгоградский филиал РЭУ им. Плеханова,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://volgograd.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],"['volgograd.pk@rea.ru', 'rector@rea.ru']",False,,False
Волжский политехнический институт (филиал) Волгоградского государственного технического университета,Волжский политехнический институт (филиал) ВолгГТУ,Вологодская область,1,-1,https://tabiturient.ru/logovuz/vstu.png,https://volpi.ru/,[],[],[],[],False,,True
Волжский филиал Волгоградского государственного университета,Волжский филиал ВолГУ,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/volsu.png,https://vgi2.volsu.ru/,['8443) 51-53-01'],[],[],['priem@vgi.volsu.ru'],False,,False
Вологодская государственная молочнохозяйственная академия имени Н.В. Верещагина,Вологодская ГМХА,Вологодская область,1,3,https://tabiturient.ru/logovuz/molochnoe.png,https://molochnoe.ru/,[],[],[],[],False,,True
Вологодский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Вологодский филиал РАНХиГС,Вологодская область,1,-1,https://tabiturient.ru/logovuz/volog_ranepa.png,https://volog.ranepa.ru/,[],[],[],[],False,,False
Волховский филиал Российского государственного педагогического университета имени А.И. Герцена,Волховский филиал РГПУ им. А.И. Герцена,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/herzen.png,https://volhov.herzen.spb.ru/,['8(964)332-37-79'],['8(964)332-37-79'],[],[],False,,False
Воркутинский филиал Ухтинского государственного технического университета,Воркутинский филиал УГТУ,Республика Коми,1,-1,https://tabiturient.ru/logovuz/ugtu.png,http://vf.ugtu.net/,['8 (800) 550-19-35'],[],[],[],False,,False
Воронежский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Воронежский филиал РАНХиГС,Воронежская область,1,-1,https://tabiturient.ru/logovuz/vrn_ranepa.png,https://vrn.ranepa.ru/,[],[],[],[],False,,False
Воронежский филиал Российского экономического университета имени Г.В. Плеханова,Воронежский филиал РЭУ им. Плеханова,Воронежская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://voronezh.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],['rector@rea.ru'],False,,False
Воткинский филиал Ижевского государственного технического университета имени М. Т. Калашникова,Воткинский филиал ИжГТУ им. М.Т. Калашникова,Удмуртская Республика,1,-1,https://tabiturient.ru/logovuz/izstu.png,https://vfistu.ru/,[],[],['director@vfistu.ru'],[],False,,False
Выборгский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Выборгский филиал РАНХиГС,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/vbr_ranepa.png,https://vbr.ranepa.ru/,[],[],[],[],False,,False
Выборгский филиал Российского государственного педагогического университета имени А.И. Герцена,Выборгский филиал РГПУ им. Герцена,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/herzen.png,https://vyborg.herzen.spb.ru/,[],[],[],[],False,,False
Выксунский филиал Национального исследовательского технологического университета «МИСИС»,Выксунский филиал МИСИС,Нижегородская область,1,-1,https://tabiturient.ru/logovuz/misis.png,https://vf.misis.ru/,[],[],[],['vfmisis@mail.ru'],False,,False
Вятский государственный университет,ВятГУ,Кировская область,1,6,https://tabiturient.ru/logovuz/vyatsu.png,https://www.vyatsu.ru/,['8 (8332) 64-79-13'],[],[],['info@vyatsu.ru'],False,,True
Вятский государственный агротехнологический университет,Вятский ГАТУ,Кировская область,1,3,https://tabiturient.ru/logovuz/vgsha.png,https://vgsha.info,[],['+7 (8332) 54-86-33'],['info@vgatu.ru'],[],True,,True
Горно-Алтайский государственный университет,ГАГУ,Республика Алтай,1,3,https://tabiturient.ru/logovuz/gasu.png,http://www.gasu.ru/,[],[],[],[],False,,True
Государственный академический университет гуманитарных наук,ГАУГН,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/gaugn.png,https://gaugn.ru/,['+7 (499) 238-04-12'],['+7 (499) 238-23-50'],['info@gaugn.ru'],['priem@gaugn.ru'],False,,True
Государственный аграрный университет Северного Зауралья,ГАУСЗ,Тюменская область,1,5,https://tabiturient.ru/logovuz/tsaa.png,http://www.tsaa.ru/,[],[],[],[],False,,True
Горский государственный аграрный университет,ГГАУ,Республика Северная Осетия - Алания,1,3,https://tabiturient.ru/logovuz/gorskigau.png,https://gorskigau.ru/,"['+7 (8672) 54-08-77', '+7 (8672) 53-23-04']","['+7 (8672) 54-08-77', '+7 (8672) 53-23-04']",['info@gorskigau.ru'],"['priem@gorskigau.ru', 'info@gorskigau.ru']",False,,False
Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова,ГГНТУ им. ак. М.Д. Миллионщикова,Чеченская республика,1,7,https://tabiturient.ru/logovuz/gstou.png,https://gstou.ru/,"[""8 (929) 003-66-66"", ""8 (929) 008-66-66""]","[""info@gstou.ru""]",['info@gstou.ru'],"[""priem@gstou.ru""]",False,,True
Глазовский государственный инженерно-педагогический университет имени В.Г. Короленко,ГИПУ,Удмуртская Республика,1,6,https://tabiturient.ru/logovuz/ggpi.png,http://www.ggpi.org/news.php,['8(3412) 20-58-11'],[],[],['ggpi@ggpi.org'],False,,True
Российский институт театрального искусства,ГИТИС,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/gitis.png,http://gitis.net/,['+7 (495) 137-69-31'],[],[],['info@gitis.net'],False,,True
"Государственный институт экономики, финансов, права и технологий",ГИЭФПТ,Санкт-Петербург и Ленинградская область,1,6,https://tabiturient.ru/logovuz/gief.png,https://www.gief.ru/,['+7(813)714-13-34'],[],[],['abiturient@gief.ru'],False,,True
